1,1,121.73,326.39,135.62,64.55000000000001,1,1,1.0
1,2,719.52,259.42,98.08000000000004,56.39999999999998,1,1,1.0
1,3,203.74,244.7,108.37,53.5,1,1,1.0
2,1,99.66,336.84,135.63,64.55000000000001,1,1,1.0
2,2,708.49,257.68,98.08000000000004,56.39999999999998,1,1,1.0
2,3,203.35,244.99,109.56000000000003,53.389999999999986,1,1,1.0
3,1,79.34,338.0,135.63,64.55000000000001,1,1,1.0
3,2,696.29,260.58,98.08000000000004,56.410000000000025,1,1,1.0
3,3,202.8,245.16,110.51999999999998,53.33000000000001,1,1,1.0
4,1,45.1,343.23,144.9,63.96999999999997,1,1,1.0
4,2,684.1,263.49,98.07999999999993,56.39999999999998,1,1,1.0
4,3,202.25,245.34,111.47000000000003,53.26000000000002,1,1,1.0
5,1,26.52,346.71,144.89999999999998,63.97000000000003,1,1,1.0
5,2,667.26,266.39,98.08000000000004,56.400000000000034,1,1,1.0
5,3,201.7,245.51,112.43,53.210000000000036,1,1,1.0
6,1,0.0,354.84,144.71,63.97000000000003,1,1,1.0
6,2,652.74,269.87,98.08000000000004,56.40999999999997,1,1,1.0
6,3,201.16,245.68,113.36999999999998,53.14999999999998,1,1,1.0
7,1,0.0,354.84,126.1,65.16000000000003,1,1,1.0
7,2,642.87,269.29,98.08000000000004,56.40999999999997,1,1,1.0
7,3,200.61,245.85,114.32,53.09,1,1,1.0
8,1,0.0,354.84,101.4,65.76000000000005,1,1,1.0
8,2,633.58,273.94,98.07999999999993,56.39999999999998,1,1,1.0
8,3,200.06,246.03,115.27999999999997,53.02000000000001,1,1,1.0
9,1,0.0,354.84,76.7,66.36000000000001,1,1,1.0
9,2,614.42,273.36,98.08000000000004,56.39999999999998,1,1,1.0
9,3,199.51,246.2,116.23000000000002,52.960000000000036,1,1,1.0
10,1,0.0,354.84,49.4,72.16000000000003,1,1,1.0
10,2,600.48,275.68,98.07999999999993,56.40999999999997,1,1,1.0
10,3,198.96,246.37,117.18999999999997,52.89999999999998,1,1,1.0
11,1,0.0,354.84,29.7,75.66000000000003,1,1,1.0
11,2,585.39,277.43,98.08000000000004,56.39999999999998,1,1,1.0
11,3,198.41,246.54,118.14000000000001,52.84,1,1,1.0
12,2,572.03,280.33,98.08000000000004,56.400000000000034,1,1,0.0
12,3,197.87,246.72,119.08999999999997,52.78,1,1,1.0
13,1,0.0,360.22,49.81,76.42999999999995,1,1,1.0
13,2,554.61,284.97,98.08000000000004,56.40999999999997,1,1,0.0
13,3,197.53,246.78,119.73999999999998,52.77000000000001,1,1,1.0
14,1,0.0,362.27,35.15,77.59000000000003,1,1,1.0
14,2,541.26,289.04,98.08000000000004,56.39999999999998,1,1,0.0
14,3,197.2,246.85,120.38999999999999,52.76000000000002,1,1,1.0
15,1,0.0,364.31,20.5,78.75999999999999,1,1,1.0
15,2,527.9,290.2,98.08000000000004,56.400000000000034,1,1,0.0
15,3,196.87,246.92,121.02999999999997,52.74000000000004,1,1,1.0
16,2,515.13,297.75,98.08000000000004,56.39999999999998,1,1,0.0
16,3,196.54,246.99,121.68000000000004,52.73000000000002,1,1,1.0
17,2,492.48,294.85,98.07999999999993,56.39999999999998,1,1,1.0
17,3,196.21,247.06,122.31999999999996,52.70999999999998,1,1,1.0
18,2,475.64,298.33,98.08000000000004,56.400000000000034,1,1,0.0
18,3,195.87,247.13,122.98000000000002,52.69999999999999,1,1,1.0
19,2,459.96,302.39,98.08999999999997,56.410000000000025,1,1,1.0
19,3,195.54,247.19,123.63000000000002,52.69999999999999,1,1,1.0
20,2,439.06,304.71,98.07999999999998,56.410000000000025,1,1,1.0
20,3,195.21,247.26,124.27000000000001,52.68000000000001,1,1,1.0
