1,1,52.02,55.39,122.19,65.04,1,1,0.0
1,2,314.14,1.31,414.53,112.34,1,1,1.0
1,3,97.01,0.0,220.68,58.8,1,1,1.0
1,4,0.72,11.82,23.68,32.88,1,1,1.0
2,1,37.57,48.82,122.19,65.03999999999999,1,1,0.0
2,2,314.17,1.31,414.52000000000004,112.34,1,1,1.0
2,3,97.01,0.0,220.68,58.8,1,1,1.0
2,4,0.72,11.82,10.58,32.18,1,1,1.0
3,1,20.49,48.82,119.51,65.08000000000001,1,1,0.0
3,2,314.19,1.31,414.53000000000003,112.34,1,1,1.0
3,3,97.01,0.0,220.68,58.8,1,1,1.0
4,1,6.03,45.54,119.52,65.07,1,1,0.0
4,2,314.21,1.31,414.53000000000003,112.34,1,1,1.0
4,3,97.01,0.0,220.68,58.8,1,1,1.0
5,1,0.78,42.91,95.86,59.86,1,1,1.0
5,2,314.23,1.31,414.53,112.34,1,1,1.0
5,3,97.01,0.0,220.68,58.8,1,1,1.0
6,1,0.78,42.91,76.12,50.69,1,1,1.0
6,2,314.26,1.31,414.52,112.34,1,1,1.0
6,3,97.01,0.0,220.68,58.8,1,1,1.0
7,1,0.78,42.91,61.62,49.99000000000001,1,1,1.0
7,2,314.28,1.31,414.53,112.34,1,1,1.0
7,3,97.01,0.0,220.68,58.8,1,1,1.0
8,1,0.78,42.91,40.62,40.790000000000006,1,1,1.0
8,2,314.3,1.31,414.53000000000003,112.34,1,1,1.0
8,3,97.01,0.0,220.68,58.8,1,1,1.0
9,1,0.78,42.91,29.419999999999998,38.19,1,1,1.0
9,2,314.33,1.31,414.52000000000004,112.34,1,1,1.0
9,3,97.01,0.0,220.68,58.8,1,1,1.0
10,1,0.78,42.91,11.72,33.59,1,1,1.0
10,2,314.35,1.31,414.52,112.34,1,1,1.0
10,3,97.01,0.0,220.68,58.8,1,1,1.0
11,2,314.37,1.31,414.53,112.34,1,1,1.0
11,3,97.01,0.0,220.68,58.8,1,1,1.0
11,5,873.2,169.49,83.42999999999995,108.38999999999999,1,1,1.0
12,2,314.39,1.31,414.53,112.34,1,1,1.0
12,3,97.01,0.0,220.68,58.8,1,1,1.0
12,5,827.9,169.49,128.73000000000002,85.41,1,1,1.0
13,2,314.42,1.31,414.52000000000004,112.34,1,1,1.0
13,3,97.01,0.0,220.68,58.8,1,1,1.0
13,5,777.9,157.0,178.73000000000002,84.80000000000001,1,1,1.0
14,2,314.44,1.31,414.52000000000004,112.34,1,1,1.0
14,3,97.01,0.0,220.68,58.8,1,1,1.0
14,5,734.5,143.2,225.39999999999998,122.30000000000001,1,1,1.0
14,6,0.72,177.37,21.080000000000002,44.03,1,1,1.0
15,2,314.46,1.31,414.53000000000003,112.34,1,1,1.0
15,3,97.01,0.0,220.68,58.8,1,1,1.0
15,5,691.8,123.49,265.5,136.70999999999998,1,1,1.0
15,6,0.72,177.37,31.58,54.53,1,1,1.0
16,2,314.48,1.31,414.53,112.34,1,1,1.0
16,3,97.01,0.0,220.68,58.8,1,1,1.0
16,5,656.98,116.27,265.5,136.7,1,1,1.0
16,6,0.72,172.79,51.28,77.16,1,1,1.0
17,2,314.51,1.31,414.52,112.34,1,1,1.0
17,3,97.01,0.0,220.68,58.8,1,1,1.0
17,5,620.19,111.01,265.5,136.70999999999998,1,1,1.0
17,6,0.72,168.2,70.98,99.80000000000001,1,1,1.0
18,2,314.53,1.31,414.52,112.34,1,1,1.0
18,3,97.01,0.0,220.68,58.8,1,1,1.0
18,5,584.72,101.81,261.48,126.88999999999999,1,1,1.0
18,6,0.72,168.2,95.28,111.0,1,1,1.0
19,2,314.55,1.31,414.53000000000003,112.34,1,1,1.0
19,3,97.01,0.0,220.68,58.8,1,1,1.0
19,5,548.59,99.84,261.48,126.88999999999999,1,1,1.0
19,6,0.72,168.2,116.98,128.10000000000002,1,1,1.0
20,2,314.57,1.31,414.53000000000003,112.34,1,1,1.0
20,3,97.01,0.0,220.68,58.8,1,1,1.0
20,5,507.86,93.93,254.53999999999996,119.47,1,1,0.0
20,6,0.72,171.49,142.58,135.31,1,1,1.0
21,2,314.6,1.31,414.52,112.34,1,1,1.0
21,3,97.01,0.0,220.68,58.8,1,1,1.0
21,5,480.74,93.93,254.53999999999996,119.47,1,1,0.0
21,6,0.72,171.49,169.68,152.20999999999998,1,1,1.0
22,2,314.62,1.31,414.52,112.34,1,1,1.0
22,3,97.01,0.0,220.68,58.8,1,1,1.0
22,5,444.96,88.86,254.55,119.47000000000001,1,1,0.0
22,6,0.72,171.49,197.48,166.90999999999997,1,1,1.0
23,2,314.64,1.31,414.53,112.34,1,1,1.0
23,3,97.01,0.0,220.68,58.8,1,1,1.0
23,5,410.2,79.59,254.54000000000002,119.47,1,1,0.0
23,6,16.94,183.07,202.86,168.43,1,1,1.0
24,2,314.66,1.31,414.53000000000003,112.34,1,1,1.0
24,3,97.01,0.0,220.68,58.8,1,1,1.0
24,5,410.2,79.59,188.90000000000003,110.31,1,1,0.0
24,6,36.0,192.93,224.5,180.87,1,1,1.0
25,2,314.69,1.31,414.52000000000004,112.34,1,1,1.0
25,3,97.01,0.0,220.68,58.8,1,1,1.0
25,5,379.33,73.02,188.89000000000004,110.31000000000002,1,1,0.0
25,6,60.96,200.81,232.34,190.69,1,1,1.0
26,2,314.71,1.31,414.52000000000004,112.34,1,1,1.0
26,3,97.01,0.0,220.68,58.8,1,1,1.0
26,5,351.08,65.14,188.90000000000003,110.30999999999999,1,1,0.0
26,6,81.32,213.95,256.68,201.85000000000002,1,1,1.0
27,2,314.73,1.31,414.53,112.34,1,1,1.0
